,Reconciled_Name,Year,count,mean,std,min,CI4%,CI50%,CI96%,max,PlottingGroup,Dimension
23525,Niemann_Pick_disease,1995,0,,,,,,,,genetic,stigmaindex
23550,Niemann_Pick_disease,1998,0,,,,,,,,genetic,stigmaindex
23575,Niemann_Pick_disease,2001,0,,,,,,,,genetic,stigmaindex
23600,Niemann_Pick_disease,2004,0,,,,,,,,genetic,stigmaindex
23625,Niemann_Pick_disease,2007,0,,,,,,,,genetic,stigmaindex
23650,Niemann_Pick_disease,2010,0,,,,,,,,genetic,stigmaindex
23675,Niemann_Pick_disease,2013,0,,,,,,,,genetic,stigmaindex
23700,Niemann_Pick_disease,2016,0,,,,,,,,genetic,stigmaindex
23725,Obsessive_compulsive_disorder,1980,0,,,,,,,,mental,stigmaindex
23750,Obsessive_compulsive_disorder,1983,0,,,,,,,,mental,stigmaindex
23775,Obsessive_compulsive_disorder,1986,13,1.275655243,0.243352158,0.858377472,0.891870351,1.298011363,1.624402086,1.645385414,mental,stigmaindex
23800,Obsessive_compulsive_disorder,1989,25,1.047586522,0.261047484,0.422473319,0.590511667,1.106587783,1.467847096,1.523550898,mental,stigmaindex
23825,Obsessive_compulsive_disorder,1992,25,1.502709753,0.318116278,0.713658988,1.08062206,1.557270944,1.982602826,2.135675937,mental,stigmaindex
23850,Obsessive_compulsive_disorder,1995,25,1.665834748,0.220975034,1.212086231,1.341223422,1.704458773,1.960132099,2.134776264,mental,stigmaindex
23875,Obsessive_compulsive_disorder,1998,25,1.603809283,0.182950656,1.223338425,1.37159795,1.578898758,1.892178606,1.905325979,mental,stigmaindex
23900,Obsessive_compulsive_disorder,2001,25,1.675166667,0.18612521,1.41207841,1.427014924,1.705121562,1.934825586,2.055053324,mental,stigmaindex
23925,Obsessive_compulsive_disorder,2004,25,1.28264025,0.150776871,0.882975623,0.956692844,1.312078059,1.44737615,1.469644994,mental,stigmaindex
23950,Obsessive_compulsive_disorder,2007,25,1.356393309,0.22103654,0.771479048,1.041078183,1.370559588,1.740861093,1.822304517,mental,stigmaindex
23975,Obsessive_compulsive_disorder,2010,25,1.406718106,0.230360643,0.879348189,1.068830062,1.430650324,1.795679983,1.883777946,mental,stigmaindex
24000,Obsessive_compulsive_disorder,2013,25,1.561663657,0.180397801,1.245074749,1.255922017,1.503590912,1.832109311,1.871117413,mental,stigmaindex
24025,Obsessive_compulsive_disorder,2016,25,1.326482165,0.211880607,0.960656643,0.97133893,1.32756272,1.682586465,1.828848481,mental,stigmaindex
24050,Osteogenesis_imperfecta,1980,0,,,,,,,,genetic,stigmaindex
24075,Osteogenesis_imperfecta,1983,0,,,,,,,,genetic,stigmaindex
24100,Osteogenesis_imperfecta,1986,0,,,,,,,,genetic,stigmaindex
24125,Osteogenesis_imperfecta,1989,0,,,,,,,,genetic,stigmaindex
24150,Osteogenesis_imperfecta,1992,0,,,,,,,,genetic,stigmaindex
24175,Osteogenesis_imperfecta,1995,25,1.01480265,0.234920353,0.645581573,0.651654602,1.052323684,1.34916262,1.408760503,genetic,stigmaindex
24200,Osteogenesis_imperfecta,1998,25,1.108706438,0.260368065,0.630442869,0.639733752,1.209770821,1.401084324,1.446346179,genetic,stigmaindex
24225,Osteogenesis_imperfecta,2001,25,1.003785193,0.184777531,0.644565006,0.750055973,0.996142358,1.314968736,1.465765774,genetic,stigmaindex
24250,Osteogenesis_imperfecta,2004,25,0.34842939,0.268551496,-0.030264463,-0.021374847,0.361073243,0.838521792,0.840551611,genetic,stigmaindex
24275,Osteogenesis_imperfecta,2007,25,0.976003096,0.310890966,0.426634579,0.519656403,1.012093946,1.570703643,1.620272003,genetic,stigmaindex
24300,Osteogenesis_imperfecta,2010,0,,,,,,,,genetic,stigmaindex
24325,Osteogenesis_imperfecta,2013,15,0.425389806,0.194414064,0.0386618,0.109873028,0.461784437,0.70768747,0.730900127,genetic,stigmaindex
24350,Osteogenesis_imperfecta,2016,14,0.823797713,0.299376952,0.277141171,0.348457391,0.826756092,1.273655983,1.290050328,genetic,stigmaindex
24375,Osteoporosis,1980,21,1.208949479,0.201502987,0.714437142,0.764770871,1.225701258,1.447483072,1.463228032,musculoskeletal,stigmaindex
24400,Osteoporosis,1983,25,1.419093834,0.189769522,0.989427999,1.17030104,1.425993025,1.770928477,1.804427594,musculoskeletal,stigmaindex
24425,Osteoporosis,1986,25,1.49609952,0.234946239,0.996274278,1.103579475,1.460360825,1.912528054,2.002802283,musculoskeletal,stigmaindex
24450,Osteoporosis,1989,25,0.802720483,0.153886893,0.553738873,0.56321299,0.806798093,1.088965537,1.163740918,musculoskeletal,stigmaindex
24475,Osteoporosis,1992,25,0.778838772,0.140494298,0.537764389,0.544609218,0.786083139,0.993171886,1.089421704,musculoskeletal,stigmaindex
24500,Osteoporosis,1995,25,0.488604681,0.119818458,0.245444664,0.340828961,0.488140069,0.653865008,0.775606856,musculoskeletal,stigmaindex
24525,Osteoporosis,1998,25,0.182344693,0.106455653,-0.044163507,0.003157763,0.187141951,0.33702903,0.33985497,musculoskeletal,stigmaindex
24550,Osteoporosis,2001,25,-0.120173882,0.10604142,-0.310977094,-0.290468509,-0.13103614,0.027873033,0.057478978,musculoskeletal,stigmaindex
24575,Osteoporosis,2004,25,0.168602187,0.120520116,-0.048153281,-0.039404534,0.19052301,0.335085695,0.36013581,musculoskeletal,stigmaindex
24600,Osteoporosis,2007,25,0.441529437,0.144136937,0.174228,0.231630861,0.41890285,0.631501991,0.653251834,musculoskeletal,stigmaindex
24625,Osteoporosis,2010,25,0.870820692,0.143444447,0.564572679,0.703868718,0.868716128,1.093519392,1.167060614,musculoskeletal,stigmaindex
24650,Osteoporosis,2013,25,0.378651409,0.169254806,0.089881334,0.148768333,0.389381414,0.667606381,0.698573594,musculoskeletal,stigmaindex
24675,Osteoporosis,2016,25,1.207166785,0.162825881,0.945263103,0.986073728,1.212927669,1.472879761,1.565846056,musculoskeletal,stigmaindex
24700,Ovarian_cancer,1980,15,0.914242215,0.223330781,0.5096168,0.604982269,0.920525625,1.252328076,1.309398875,cancers,stigmaindex
24725,Ovarian_cancer,1983,15,1.154085774,0.316075535,0.620788239,0.69491708,1.240436032,1.624358894,1.679870278,cancers,stigmaindex
24750,Ovarian_cancer,1986,0,,,,,,,,cancers,stigmaindex
24775,Ovarian_cancer,1989,25,0.542044611,0.197217879,0.154782295,0.322720351,0.484955397,0.864661949,0.959397972,cancers,stigmaindex
24800,Ovarian_cancer,1992,25,0.282551621,0.203294799,-0.016736775,0.029821543,0.261830382,0.583243935,0.866108596,cancers,stigmaindex
24825,Ovarian_cancer,1995,25,0.150802805,0.134221628,-0.162744334,-0.030567978,0.155274554,0.326312944,0.417718654,cancers,stigmaindex
24850,Ovarian_cancer,1998,25,-0.050286694,0.140072061,-0.304468394,-0.242487588,-0.070341572,0.197112066,0.287031498,cancers,stigmaindex
24875,Ovarian_cancer,2001,25,-0.143351052,0.132249606,-0.353567258,-0.34173265,-0.153117023,0.141383415,0.198508949,cancers,stigmaindex
24900,Ovarian_cancer,2004,25,-0.539197847,0.123528889,-0.742930509,-0.721274243,-0.542902008,-0.315131193,-0.298129072,cancers,stigmaindex
24925,Ovarian_cancer,2007,25,-0.135243623,0.150970716,-0.59059329,-0.339212991,-0.123210594,0.058408933,0.132308215,cancers,stigmaindex
24950,Ovarian_cancer,2010,25,-0.136295884,0.125037787,-0.40374774,-0.337589071,-0.114990668,0.048578071,0.056420907,cancers,stigmaindex
24975,Ovarian_cancer,2013,25,-0.228356498,0.122943399,-0.450563695,-0.426498687,-0.193562455,-0.056878847,-0.044979863,cancers,stigmaindex
25000,Ovarian_cancer,2016,25,0.110458472,0.204285327,-0.347151345,-0.139948962,0.09340304,0.476002571,0.539477699,cancers,stigmaindex
25025,PTSD,1980,25,1.982641939,0.260514085,1.572976589,1.593182342,1.976824656,2.423092324,2.432501227,mental,stigmaindex
25050,PTSD,1983,25,1.76815155,0.315058044,0.993131086,1.345830871,1.784161955,2.199914653,2.425213516,mental,stigmaindex
25075,PTSD,1986,25,2.004415632,0.251552527,1.620625019,1.628540812,1.995943904,2.480882928,2.538409173,mental,stigmaindex
25100,PTSD,1989,25,1.568207195,0.250912647,1.064427346,1.214969853,1.55115813,1.899662961,2.129078835,mental,stigmaindex
25125,PTSD,1992,25,1.723811731,0.162441796,1.511915803,1.514183707,1.689798683,1.994037772,2.083281547,mental,stigmaindex
25150,PTSD,1995,25,1.957481598,0.176013922,1.595547974,1.651553929,1.947467685,2.222635159,2.246165872,mental,stigmaindex
25175,PTSD,1998,25,2.024473113,0.147814462,1.673964798,1.778699353,2.088578641,2.235019629,2.314702094,mental,stigmaindex
25200,PTSD,2001,25,1.649975191,0.140940179,1.372086674,1.392472006,1.649749279,1.865379087,1.9339104,mental,stigmaindex
25225,PTSD,2004,25,1.744265501,0.097031988,1.542488337,1.545469122,1.757705986,1.862391974,1.899911314,mental,stigmaindex
25250,PTSD,2007,25,1.396830878,0.080498609,1.213483065,1.261768864,1.392640412,1.53330266,1.553555012,mental,stigmaindex
25275,PTSD,2010,25,1.339912364,0.124851201,1.107938007,1.109001434,1.348009437,1.518854216,1.536977023,mental,stigmaindex
25300,PTSD,2013,25,1.395627535,0.105699929,1.097267926,1.250259712,1.427249312,1.517417285,1.581462801,mental,stigmaindex
25325,PTSD,2016,25,1.503104904,0.136298172,1.270287275,1.332739172,1.481560677,1.721134593,1.794870794,mental,stigmaindex
25350,Pagets_disease,1980,0,,,,,,,,musculoskeletal,stigmaindex
25375,Pagets_disease,1983,0,,,,,,,,musculoskeletal,stigmaindex
25400,Pagets_disease,1986,0,,,,,,,,musculoskeletal,stigmaindex
25425,Pagets_disease,1989,2,0.62862442,0.405791655,0.341686388,0.364641431,0.62862442,0.892607408,0.915562451,musculoskeletal,stigmaindex
25450,Pagets_disease,1992,0,,,,,,,,musculoskeletal,stigmaindex
25475,Pagets_disease,1995,15,0.736252391,0.183553476,0.299928788,0.458184466,0.706486002,1.037366484,1.13425833,musculoskeletal,stigmaindex
25500,Pagets_disease,1998,0,,,,,,,,musculoskeletal,stigmaindex
25525,Pagets_disease,2001,9,1.123682781,0.244131389,0.852468096,0.85772607,1.094381094,1.493166294,1.496448621,musculoskeletal,stigmaindex
25550,Pagets_disease,2004,22,0.059788868,0.233276237,-0.46712245,-0.227311121,0.059268932,0.438898341,0.553634998,musculoskeletal,stigmaindex
25575,Pagets_disease,2007,10,0.4674115,0.219845558,0.233937838,0.235423176,0.407014773,0.85168101,0.955887191,musculoskeletal,stigmaindex
25600,Pagets_disease,2010,0,,,,,,,,musculoskeletal,stigmaindex
25625,Pagets_disease,2013,0,,,,,,,,musculoskeletal,stigmaindex
25650,Pagets_disease,2016,0,,,,,,,,musculoskeletal,stigmaindex
25675,Pancreatic_cancer,1980,17,1.067068723,0.267090028,0.572762925,0.63908904,1.047132373,1.537984,1.712604076,cancers,stigmaindex
25700,Pancreatic_cancer,1983,0,,,,,,,,cancers,stigmaindex
25725,Pancreatic_cancer,1986,17,1.63258614,0.232241422,1.139804646,1.265609462,1.649352878,1.94064544,2.00616008,cancers,stigmaindex
25750,Pancreatic_cancer,1989,25,0.733929119,0.213299264,0.238848727,0.330547456,0.789924471,1.082206713,1.172512978,cancers,stigmaindex
25775,Pancreatic_cancer,1992,25,0.67458914,0.223556154,0.148658788,0.24181214,0.734654412,0.954243667,1.081712767,cancers,stigmaindex
25800,Pancreatic_cancer,1995,25,0.180809154,0.139233424,-0.034961168,-0.000914533,0.191513271,0.422400328,0.610671796,cancers,stigmaindex
25825,Pancreatic_cancer,1998,25,0.072711767,0.139668032,-0.153611097,-0.131661354,0.069177225,0.308016726,0.346010158,cancers,stigmaindex
25850,Pancreatic_cancer,2001,25,0.078316471,0.172320354,-0.19372661,-0.147123919,0.102509881,0.342106239,0.3968108,cancers,stigmaindex
25875,Pancreatic_cancer,2004,25,-0.325428191,0.139519574,-0.690951236,-0.626393516,-0.311227348,-0.089604817,-0.087794323,cancers,stigmaindex
25900,Pancreatic_cancer,2007,25,-0.078363242,0.09384316,-0.246730255,-0.220059794,-0.071481513,0.123575448,0.129363524,cancers,stigmaindex
25925,Pancreatic_cancer,2010,25,-0.201599532,0.13406533,-0.448134277,-0.436297249,-0.197596006,-0.024414413,0.062716346,cancers,stigmaindex
25950,Pancreatic_cancer,2013,25,-0.225893656,0.096390604,-0.380450614,-0.372538026,-0.207274318,-0.094979619,-0.001453802,cancers,stigmaindex
25975,Pancreatic_cancer,2016,25,-0.208962613,0.12510524,-0.489159295,-0.409687956,-0.199640356,-0.016314548,0.066673964,cancers,stigmaindex
26000,Parkinsons,1980,25,0.8418316,0.213428071,0.433498651,0.575245436,0.861409731,1.177104043,1.303093165,neurological,stigmaindex
26025,Parkinsons,1983,25,1.43999827,0.197429962,1.141623423,1.144832675,1.444347337,1.695385854,1.767861545,neurological,stigmaindex
26050,Parkinsons,1986,25,1.058166113,0.137107715,0.754288174,0.86313929,1.046542183,1.295092414,1.325969175,neurological,stigmaindex
26075,Parkinsons,1989,25,0.545780955,0.158521341,0.200355483,0.245687378,0.559744567,0.770365745,0.860874936,neurological,stigmaindex
26100,Parkinsons,1992,25,0.016167839,0.134202749,-0.245239493,-0.231614497,-0.009162443,0.209783066,0.22322911,neurological,stigmaindex
26125,Parkinsons,1995,25,-0.008830085,0.134289401,-0.34421527,-0.199625025,0.015060807,0.175691087,0.243012126,neurological,stigmaindex
26150,Parkinsons,1998,25,0.272836296,0.109009676,0.103809468,0.104670317,0.246984698,0.480826448,0.527800933,neurological,stigmaindex
26175,Parkinsons,2001,25,-0.409483367,0.096432629,-0.624826632,-0.603915997,-0.419398632,-0.252093936,-0.243848631,neurological,stigmaindex
26200,Parkinsons,2004,25,-0.206206863,0.117574127,-0.450824691,-0.403570875,-0.179708593,-0.054935904,0.081740305,neurological,stigmaindex
26225,Parkinsons,2007,25,-0.760233614,0.112494115,-0.950287469,-0.940434828,-0.727196258,-0.55901562,-0.540383797,neurological,stigmaindex
26250,Parkinsons,2010,25,-0.750376897,0.116389377,-1.005107597,-0.964613715,-0.73653923,-0.568171589,-0.521430306,neurological,stigmaindex
26275,Parkinsons,2013,25,-0.351419439,0.098080823,-0.585087106,-0.495205212,-0.384695657,-0.187491705,-0.159448072,neurological,stigmaindex
26300,Parkinsons,2016,25,-0.57354271,0.14790511,-0.869123325,-0.793569449,-0.585110027,-0.372279716,-0.33449598,neurological,stigmaindex
26325,Pelvic_inflammatory_disease,1980,0,,,,,,,,infectious,stigmaindex
26350,Pelvic_inflammatory_disease,1983,0,,,,,,,,infectious,stigmaindex
26375,Pelvic_inflammatory_disease,1986,8,1.7438078,0.229583839,1.334569007,1.412428224,1.710318938,2.036790327,2.038973629,infectious,stigmaindex
26400,Pelvic_inflammatory_disease,1989,0,,,,,,,,infectious,stigmaindex
26425,Pelvic_inflammatory_disease,1992,0,,,,,,,,infectious,stigmaindex
26450,Pelvic_inflammatory_disease,1995,21,1.94415543,0.217739456,1.40578483,1.560197446,1.986258745,2.19094373,2.198419511,infectious,stigmaindex
26475,Pelvic_inflammatory_disease,1998,1,0.80475869,,0.80475869,0.80475869,0.80475869,0.80475869,0.80475869,infectious,stigmaindex
26500,Pelvic_inflammatory_disease,2001,2,1.289701149,0.068301033,1.241405025,1.245268715,1.289701149,1.334133583,1.337997273,infectious,stigmaindex
26525,Pelvic_inflammatory_disease,2004,1,1.046681076,,1.046681076,1.046681076,1.046681076,1.046681076,1.046681076,infectious,stigmaindex
26550,Pelvic_inflammatory_disease,2007,10,1.463804036,0.286037524,0.97046724,1.029116746,1.524457306,1.785325322,1.82044518,infectious,stigmaindex
26575,Pelvic_inflammatory_disease,2010,0,,,,,,,,infectious,stigmaindex
26600,Pelvic_inflammatory_disease,2013,0,,,,,,,,infectious,stigmaindex
26625,Pelvic_inflammatory_disease,2016,0,,,,,,,,infectious,stigmaindex
26650,Peptic_ulcer,1980,0,,,,,,,,other,stigmaindex
26675,Peptic_ulcer,1983,0,,,,,,,,other,stigmaindex
26700,Peptic_ulcer,1986,0,,,,,,,,other,stigmaindex
26725,Peptic_ulcer,1989,0,,,,,,,,other,stigmaindex
26750,Peptic_ulcer,1992,12,1.241994408,0.251238905,0.686306931,0.778818202,1.359294616,1.48251393,1.501650006,other,stigmaindex
26775,Peptic_ulcer,1995,10,1.166757262,0.240694349,0.689575566,0.812394561,1.139608875,1.500744009,1.525534809,other,stigmaindex
26800,Peptic_ulcer,1998,0,,,,,,,,other,stigmaindex
26825,Peptic_ulcer,2001,2,1.009454608,0.049420467,0.97450906,0.977304704,1.009454608,1.041604512,1.044400156,other,stigmaindex
26850,Peptic_ulcer,2004,16,1.102885677,0.252465093,0.598682757,0.798329362,1.033426303,1.536605802,1.575185508,other,stigmaindex
26875,Peptic_ulcer,2007,0,,,,,,,,other,stigmaindex
26900,Peptic_ulcer,2010,1,1.693544805,,1.693544805,1.693544805,1.693544805,1.693544805,1.693544805,other,stigmaindex
26925,Peptic_ulcer,2013,0,,,,,,,,other,stigmaindex
26950,Peptic_ulcer,2016,6,1.123379288,0.334773294,0.731991146,0.75184158,1.127941288,1.579426447,1.658657849,other,stigmaindex
26975,Phenylketonuria,1980,2,0.670218939,0.08124742,0.612768337,0.617364385,0.670218939,0.723073493,0.727669541,genetic,stigmaindex
27000,Phenylketonuria,1983,6,1.254327574,0.189737402,1.027488085,1.034631178,1.284739442,1.50054037,1.545635641,genetic,stigmaindex
27025,Phenylketonuria,1986,2,1.174575032,0.151531292,1.067426228,1.075998132,1.174575032,1.273151932,1.281723836,genetic,stigmaindex
27050,Phenylketonuria,1989,11,0.617603281,0.290804239,0.260175381,0.271453022,0.571805563,1.089165786,1.262526631,genetic,stigmaindex
27075,Phenylketonuria,1992,1,0.796079338,,0.796079338,0.796079338,0.796079338,0.796079338,0.796079338,genetic,stigmaindex
27100,Phenylketonuria,1995,25,0.618265436,0.284043987,0.196757657,0.22744738,0.626256835,1.069948681,1.077916451,genetic,stigmaindex
27125,Phenylketonuria,1998,25,0.757615847,0.242170011,0.235344432,0.292715079,0.744165674,1.127447488,1.204644918,genetic,stigmaindex
27150,Phenylketonuria,2001,24,0.796609262,0.210490939,0.382290732,0.430714411,0.798019534,1.120125541,1.172425821,genetic,stigmaindex
27175,Phenylketonuria,2004,25,0.619858918,0.270631137,0.106397944,0.252496873,0.583845038,1.094938795,1.342835948,genetic,stigmaindex
27200,Phenylketonuria,2007,25,0.648063166,0.230099474,0.19742161,0.318047595,0.625046007,1.053935681,1.168972149,genetic,stigmaindex
27225,Phenylketonuria,2010,1,1.138367653,,1.138367653,1.138367653,1.138367653,1.138367653,1.138367653,genetic,stigmaindex
27250,Phenylketonuria,2013,2,0.493055165,0.011217531,0.485123172,0.485757732,0.493055165,0.500352598,0.500987157,genetic,stigmaindex
27275,Phenylketonuria,2016,22,0.60124773,0.268724445,0.028008401,0.135904287,0.616339929,0.994219029,1.138164684,genetic,stigmaindex
27300,Pneumonia,1980,25,1.516953402,0.17019104,1.206973769,1.298275885,1.506649002,1.831201367,1.928714857,infectious,stigmaindex
27325,Pneumonia,1983,25,1.029297087,0.122517796,0.820746459,0.851640636,1.028936774,1.231204101,1.241717502,infectious,stigmaindex
27350,Pneumonia,1986,25,1.178667251,0.106809133,0.968703389,1.028755217,1.175947249,1.358651319,1.395526528,infectious,stigmaindex
27375,Pneumonia,1989,25,0.948132127,0.125583714,0.746618181,0.751866213,0.932389572,1.180594176,1.204243392,infectious,stigmaindex
27400,Pneumonia,1992,25,0.790216725,0.113671267,0.562789455,0.608302916,0.786624884,0.98324003,1.009131737,infectious,stigmaindex
27425,Pneumonia,1995,25,0.63366428,0.100185091,0.40822585,0.504893209,0.620133273,0.812985152,0.814960513,infectious,stigmaindex
27450,Pneumonia,1998,25,0.72575014,0.102975663,0.45922698,0.577595569,0.736798041,0.910974335,0.923709027,infectious,stigmaindex
